Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-161.12709	7.2593174	-146.90001	-173.35	100.0	24.0	0.0	8.568168e-08	5.013719	-0.0059867026	-3.872064	3.4871747	0.0151430555	0.094174996	22.0	18.782619953155518
1	-158.2375	5.9986496	-147.5	-168.8	100.0	48.0	0.0	2.0023435e-08	1.1406218	-0.0048784125	-0.048768714	3.46384	0.014388944	0.054725	49.0	39.481836557388306
2	-156.09167	5.1322246	-148.5	-164.25	100.0	72.0	0.0	-1.7345883e-08	1.0327418	-0.0039458117	-0.0680054	3.452766	0.012768775	0.0612375	49.0	62.64681911468506
3	-154.96458	4.044402	-147.2	-162.2	100.0	96.0	0.0	-1.6530976e-08	0.8611124	-0.004597383	-0.09681029	3.4310808	0.015083857	0.1133375	38.0	87.01834487915039
4	-150.99167	4.961637	-139.85	-158.45	100.0	120.0	0.0	-1.7345883e-08	0.55369365	-0.006243124	-0.14109705	3.4029698	0.015056128	0.1098125	36.0	113.76729416847229
5	-146.11665	4.125699	-133.95	-152.6	100.0	144.0	0.0	1.1874363e-08	0.41485196	-0.007610939	-0.15825054	3.3534703	0.015066359	0.1509	45.0	140.99087262153625
6	-143.9875	3.8326783	-135.35	-150.55	100.0	168.0	0.0	-2.2351742e-08	0.37779546	-0.0056620995	-0.13563421	3.297483	0.014380114	0.13877499	49.0	166.11970949172974
7	-139.282	4.661543	-130.75	-148.65001	100.0	193.0	0.0	-3.259629e-09	0.35478482	-0.004950138	-0.08012222	3.2287047	0.01406035	0.095162496	49.0	189.63888835906982
8	-136.5	3.9374793	-125.9	-144.45	100.0	217.0	0.0	-4.4237822e-09	0.36496758	-0.00438265	-0.048968825	3.1515968	0.015463164	0.098325	38.0	212.20184993743896
9	-138.79582	3.44897	-132.0	-144.35	100.0	241.0	0.0	-7.450581e-09	0.35340905	-0.0035084207	-0.030619469	3.0781636	0.014207501	0.059375003	49.0	235.14848232269287
10	-136.06459	4.256306	-127.55	-143.65001	100.0	265.0	0.0	1.17579475e-08	0.32961732	-0.0037418278	-0.01780516	3.0845037	0.012880783	0.0528625	49.0	258.1564908027649
11	-135.01459	4.205985	-127.15	-143.55	100.0	289.0	0.0	-9.313226e-10	0.34795168	-0.0038112446	-0.019090265	3.0407662	0.014859434	0.0634875	49.0	283.85527777671814
12	-137.6125	3.8112571	-126.3	-143.35	100.0	313.0	0.0	-5.5879354e-09	0.29757777	-0.0033540628	-0.012292113	3.021378	0.014002487	0.072987504	49.0	311.24845695495605
13	-138.89166	2.5056877	-135.2	-144.90001	100.0	337.0	0.0	-1.2572855e-08	0.28541845	-0.0033735277	-0.013496913	2.9694166	0.014108306	0.0768875	49.0	338.51086378097534
14	-139.21251	2.83895	-133.8	-144.6	100.0	361.0	0.0	-4.656613e-10	0.2764668	-0.0025066747	-0.013028262	2.922749	0.01100369	0.04105	49.0	365.989862203598
15	-140.17291	3.307251	-133.6	-145.8	100.0	385.0	0.0	5.820766e-11	0.2582679	-0.002346957	-0.011622224	2.8854947	0.011765353	0.0280875	49.0	393.69565773010254
16	-140.37292	2.851059	-134.55	-145.3	100.0	409.0	0.0	2.0954758e-09	0.2412907	-0.002707956	-0.0066625867	2.8956032	0.013887727	0.1360125	49.0	421.39128732681274
17	-139.96667	3.331531	-131.55	-144.7	100.0	433.0	0.0	-1.14087015e-08	0.2658941	-0.0026231494	-0.010289157	2.8780136	0.013303781	0.046224996	49.0	450.0283639431
18	-141.10417	2.8894176	-134.25	-145.2	100.0	457.0	0.0	-9.313226e-10	0.24939002	-0.0030907306	-0.006181307	2.8617535	0.011962805	0.066837505	49.0	473.6631383895874
19	-139.94376	3.073925	-134.1	-145.2	100.0	481.0	0.0	-9.313226e-09	0.23962298	-0.0025239177	-0.005439628	2.884153	0.011898391	0.0388375	49.0	500.89854311943054
20	-141.40416	3.1666853	-130.1	-145.40001	100.0	505.0	0.0	-8.8475645e-09	0.22735968	-0.0028095448	-0.0036127511	2.887361	0.013013657	0.0276375	49.0	525.1527230739594
21	-141.95834	2.330847	-135.2	-145.2	100.0	529.0	0.0	1.4901161e-08	0.22224683	-0.0027055389	-0.0030802656	2.8777823	0.010423353	0.10483751	49.0	552.3176035881042
22	-142.13333	2.4230962	-136.5	-144.90001	100.0	553.0	0.0	2.910383e-09	0.21964015	-0.0021318877	-0.006539909	2.8755355	0.010379748	0.01715	49.0	579.6048541069031
23	-142.62917	1.9858817	-137.90001	-145.5	100.0	577.0	0.0	2.7939677e-09	0.2226053	-0.0028773881	-0.0039481744	2.875949	0.013448575	0.0571625	49.0	606.7518110275269
24	-143.87917	1.7537994	-137.65001	-145.55	100.0	601.0	0.0	1.7462298e-09	0.20220056	-0.0030229234	-0.00496923	2.8278275	0.012467956	0.043712497	49.0	630.3792059421539
25	-143.075	1.7866378	-138.8	-145.2	100.0	625.0	0.0	2.7939677e-09	0.20936161	-0.0024312937	-0.003003804	2.7818174	0.01171778	0.029662501	49.0	653.6350531578064
26	-143.20416	1.8869026	-137.5	-145.3	100.0	649.0	0.0	5.122274e-09	0.2027359	-0.0018440115	-0.0034879502	2.769678	0.0066312985	0.0077499994	49.0	677.1301140785217
27	-144.0375	1.856085	-137.6	-145.2	100.0	673.0	0.0	-6.2864274e-09	0.21124864	-0.0025319208	-0.0030017216	2.7841468	0.011550502	0.0465375	49.0	702.1323068141937
28	-144.32083	1.1451813	-141.75	-145.45	100.0	697.0	0.0	-1.2922101e-08	0.21991184	-0.0028913314	-0.004102871	2.7525153	0.011015272	0.0113125	49.0	725.6596174240112
29	-144.3875	1.2329041	-140.7	-145.55	100.0	721.0	0.0	-4.656613e-09	0.19636977	-0.0020327345	-0.0023439862	2.7049239	0.010534653	0.031875	49.0	749.4675016403198
30	-144.05833	1.5942382	-138.75	-145.55	100.0	745.0	0.0	-1.2572855e-08	0.18516554	-0.002275357	-0.0026548672	2.6607342	0.0133670075	0.0145625	49.0	773.2706253528595
31	-144.73543	0.8039578	-142.15001	-145.35	100.0	769.0	0.0	-9.546056e-09	0.16906163	-0.0022668722	-0.0026155617	2.646182	0.013242008	0.010275001	49.0	796.6376733779907
32	-144.68752	0.6828625	-142.35	-145.5	100.0	793.0	0.0	1.1641532e-09	0.15663695	-0.002805837	-0.005055925	2.6194339	0.013696457	0.0258625	49.0	820.6068413257599
